food_id,food_name,category,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,water_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,calorie_density,protein_ratio,carb_ratio,fat_ratio,high_protein,low_carb,high_fiber,low_fat,high_sodium,text,meal_type,cuisine,protein_density,fat_density,carb_density,energy_density,is_vegan,is_vegetarian,is_halal,search_text
173372,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,1669.0,845.0,28.72,0.0,9.68,0.0,0.0,61.49,79.0,59.0,335.0,8.0,2.02,25.0,183.0,7.05,2.0,0.0,0.1,2.18,0.506,0.034,0.0,0.0115,1,1,0,0,0,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted Beef Products",Dinner,Unknown,0.017207908927501497,0.0057998801677651285,0.0,22.005208333333336,False,False,False,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted Beef Products Unknown"
173387,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,381.0,309.0,22.9,0.0,24.2,0.0,0.0,52.62,82.0,60.0,243.0,22.0,2.29,21.0,156.0,5.05,8.0,0.0,0.2,2.01,0.811,0.0741,0.0,0.0783,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.06010498687664042,0.06351706036745407,0.0,6.560509554140128,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products Unknown"
173385,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,378.0,313.0,22.71,0.0,24.7,0.0,0.0,52.36,83.0,60.0,242.0,22.0,2.29,22.0,156.0,5.07,8.0,0.0,0.2,2.0,0.828,0.0726,0.0,0.0789,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.06007936507936508,0.06534391534391534,0.0,6.601982704070871,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products Unknown"
173386,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,385.0,1272.0,23.19,0.0,23.47,0.0,0.0,53.01,80.0,59.0,246.0,22.0,2.29,21.0,155.0,5.03,8.0,0.0,0.2,2.02,3.304,0.0182,0.0,0.0185,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.06023376623376624,0.06096103896103896,0.0,27.26103729104158,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled Beef Products Unknown"
171236,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,381.0,221.0,27.4,0.0,12.43,0.0,0.0,59.69,80.0,67.0,279.0,22.0,2.62,25.0,184.0,6.0,2.0,0.0,0.1,2.22,0.58,0.124,0.0,0.0562,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.07191601049868766,0.0326246719160105,0.0,5.548581471252825,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products Unknown"
171237,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,378.0,959.0,27.03,0.0,13.44,0.0,0.0,59.13,82.0,67.0,276.0,22.0,2.61,25.0,184.0,6.0,1.0,0.0,0.1,2.21,2.537,0.0282,0.0,0.014,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.0715079365079365,0.035555555555555556,0.0,23.69656535705461,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products Unknown"
171238,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,385.0,210.0,27.96,0.0,10.91,0.0,0.0,60.51,78.0,67.0,284.0,22.0,2.63,25.0,185.0,6.01,2.0,0.0,0.1,2.23,0.545,0.1331,0.0,0.052,1,1,0,0,0,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.07262337662337663,0.02833766233766234,0.0,5.402624131721121,False,False,False,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled Beef Products Unknown"
172164,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,251.0,271.0,24.85,0.0,19.02,0.0,0.0,55.59,78.0,58.0,279.0,12.0,2.4,23.0,163.0,6.34,7.0,0.0,0.1,2.2,1.08,0.0917,0.0,0.0702,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.09900398406374503,0.07577689243027888,0.0,6.177342147253247,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled Beef Products Unknown"
173402,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,326.0,954.0,19.26,0.12,16.71,0.0,0.0,63.02,68.0,52.0,246.0,8.0,1.81,20.0,137.0,4.96,4.0,0.0,0.1,1.73,2.926,0.0202,0.0001,0.0175,0,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.059079754601227,0.05125766871165644,0.0003680981595092024,26.43391521197007,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw Beef Products Unknown"
172165,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,242.0,1194.0,23.89,0.0,21.1,0.0,0.0,54.37,80.0,58.0,264.0,12.0,2.49,23.0,159.0,6.23,7.0,0.0,0.2,2.22,4.934,0.02,0.0,0.0177,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.09871900826446281,0.0871900826446281,0.0,26.539230940208935,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled Beef Products Unknown"
173403,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,316.0,241.0,18.69,0.2,18.43,0.0,0.0,61.82,66.0,51.0,231.0,8.0,1.86,19.0,133.0,4.86,4.0,0.0,0.1,1.78,0.763,0.0776,0.0008,0.0765,0,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw Beef Products",Breakfast,Unknown,0.05914556962025317,0.05832278481012658,0.0006329113924050633,6.457663451232583,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw Beef Products Unknown"
173401,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,266.0,248.0,26.29,0.0,15.9,0.0,0.0,57.42,77.0,58.0,301.0,10.0,2.28,25.0,170.0,6.5,8.0,0.0,0.1,2.18,0.932,0.106,0.0,0.0641,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.09883458646616541,0.05977443609022556,0.0,5.878170182507704,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled Beef Products Unknown"
173404,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,340.0,869.0,20.12,0.0,14.14,0.0,0.0,64.83,61.0,52.0,268.0,7.0,1.72,21.0,144.0,5.13,5.0,0.0,0.1,1.66,2.556,0.0232,0.0,0.0163,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw Beef Products",Breakfast,Unknown,0.059176470588235296,0.04158823529411765,0.0,25.36485697606538,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw Beef Products Unknown"
172142,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,85.0,206.0,28.11,0.0,10.37,0.0,0.0,60.91,79.0,59.0,296.0,7.0,2.53,25.0,177.0,7.0,2.0,0.0,0.1,2.32,2.424,0.1365,0.0,0.0503,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.3307058823529412,0.122,0.0,5.353430353430354,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled Beef Products Unknown"
172143,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,113.0,645.0,21.85,0.0,7.41,0.0,0.0,69.93,66.0,56.0,276.0,6.0,1.94,23.0,156.0,5.67,2.0,0.0,0.1,1.87,5.708,0.0339,0.0,0.0115,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.19336283185840708,0.06557522123893805,0.0,22.043745727956253,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw Beef Products Unknown"
172144,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,242.0,215.0,27.39,0.0,11.75,0.0,0.0,60.09,80.0,60.0,282.0,8.0,2.65,25.0,174.0,6.97,1.0,0.0,0.1,2.37,0.888,0.1274,0.0,0.0547,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.11318181818181819,0.04855371900826446,0.0,5.493101686254471,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled Beef Products Unknown"
173380,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,316.0,679.0,21.44,0.0,8.5,0.0,0.0,69.22,63.0,56.0,262.0,7.0,2.04,22.0,153.0,5.63,2.0,0.0,0.1,1.96,2.149,0.0316,0.0,0.0125,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw Beef Products",Breakfast,Unknown,0.06784810126582279,0.02689873417721519,0.0,22.67869071476286,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw Beef Products Unknown"
173381,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,266.0,191.0,29.18,0.0,8.31,0.0,0.0,62.15,77.0,59.0,318.0,6.0,2.34,26.0,181.0,7.05,2.0,0.0,0.1,2.25,0.718,0.1528,0.0,0.0435,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.10969924812030075,0.031240601503759402,0.0,5.0946919178447585,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled Beef Products Unknown"
173382,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,113.0,594.0,22.46,0.0,5.78,0.0,0.0,71.0,70.0,55.0,297.0,5.0,1.8,23.0,160.0,5.72,2.0,0.0,0.1,1.75,5.257,0.0378,0.0,0.0097,1,1,0,0,0,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw Beef Products",Breakfast,Unknown,0.19876106194690266,0.05115044247787611,0.0,21.03399433427762,False,False,False,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw Beef Products Unknown"
173392,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,291.0,1218.0,23.69,0.0,21.81,0.0,0.0,54.49,80.0,54.0,260.0,11.0,2.24,22.0,152.0,5.91,8.0,0.0,0.2,2.1,4.186,0.0194,0.0,0.0179,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.08140893470790378,0.07494845360824742,0.0,26.76923076923077,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products Unknown"
173390,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,281.0,1269.0,22.92,0.0,23.52,0.0,0.0,53.5,81.0,54.0,247.0,12.0,2.33,21.0,149.0,5.84,7.0,0.0,0.2,2.13,4.516,0.0181,0.0,0.0185,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.0815658362989324,0.08370106761565836,0.0,27.325581395348838,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products Unknown"
173391,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,306.0,273.0,24.83,0.0,19.25,0.0,0.0,55.98,79.0,54.0,279.0,10.0,2.12,23.0,157.0,6.03,8.0,0.0,0.1,2.06,0.892,0.091,0.0,0.0705,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.0811437908496732,0.06290849673202614,0.0,6.193284936479129,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled Beef Products Unknown"
171209,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,291.0,207.0,27.97,0.0,10.57,0.0,0.0,61.36,79.0,59.0,296.0,7.0,2.53,25.0,177.0,7.0,2.0,0.0,0.1,2.32,0.711,0.1351,0.0,0.0511,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products",Breakfast,Unknown,0.0961168384879725,0.03632302405498282,0.0,5.371043072132849,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled Beef Products Unknown"
171232,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Beef Products,281.0,217.0,27.3,0.0,11.97,0.0,0.0,60.57,80.0,60.0,282.0,8.0,2.65,25.0,174.0,6.97,1.0,0.0,0.1,2.37,0.772,0.1258,0.0,0.0552,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products",Breakfast,Unknown,0.09715302491103203,0.042597864768683276,0.0,5.52584670231729,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled Beef Products Unknown"
171233,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,306.0,804.0,28.98,0.0,8.48,0.0,0.0,62.56,77.0,59.0,318.0,6.0,2.34,26.0,181.0,7.05,2.0,0.0,0.1,2.25,2.627,0.036,0.0,0.0105,1,1,0,0,0,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled Beef Products",Breakfast,Unknown,0.09470588235294118,0.027712418300653595,0.0,21.462893753336893,False,False,False,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled Beef Products Unknown"
172151,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,2627.0,255.0,18.13,0.0,20.31,0.0,0.0,60.8,69.0,56.0,233.0,10.0,1.74,18.0,128.0,4.12,5.0,0.0,0.2,1.74,0.097,0.0711,0.0,0.0796,0,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.006901408450704225,0.007731252379139702,0.0,6.633714880332987,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw Beef Products Unknown"
172152,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,2674.0,1089.0,17.92,0.0,20.96,0.0,0.0,60.35,70.0,57.0,231.0,10.0,1.73,18.0,131.0,4.04,5.0,0.0,0.2,1.74,0.407,0.0165,0.0,0.0192,0,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw Beef Products",Breakfast,Unknown,0.006701570680628273,0.007838444278234855,0.0,28.009259259259256,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw Beef Products Unknown"
173389,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,2557.0,248.0,18.44,0.0,19.34,0.0,0.0,61.47,68.0,55.0,237.0,11.0,1.76,18.0,124.0,4.24,5.0,0.0,0.1,1.75,0.097,0.0744,0.0,0.078,0,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw Beef Products",Breakfast,Unknown,0.007211576065701995,0.007563551036370747,0.0,6.5643197458973,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw Beef Products Unknown"
171234,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,2627.0,166.0,21.22,0.0,9.04,0.0,0.0,69.24,64.0,64.0,275.0,9.0,1.96,21.0,152.0,4.89,2.0,0.0,0.1,1.94,0.063,0.1278,0.0,0.0545,1,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.00807765511990864,0.0034411876665397787,0.0,5.485789821546597,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw Beef Products Unknown"
171235,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,2674.0,726.0,20.93,0.0,9.97,0.0,0.0,68.58,65.0,65.0,270.0,9.0,1.95,22.0,156.0,4.77,2.0,0.0,0.1,1.93,0.272,0.0288,0.0,0.0137,1,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw Beef Products",Breakfast,Unknown,0.007827225130890052,0.0037284966342557967,0.0,23.495145631067963,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw Beef Products Unknown"
170838,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,2557.0,155.0,21.65,0.0,7.64,0.0,0.0,70.21,62.0,63.0,281.0,10.0,1.99,21.0,148.0,5.07,2.0,0.0,0.1,1.96,0.061,0.1397,0.0,0.0493,1,1,0,0,0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw Beef Products",Breakfast,Unknown,0.008466953461087211,0.002987876417676965,0.0,5.291908501194947,False,False,False,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw Beef Products Unknown"
172156,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,2155.0,1021.0,18.85,0.0,18.73,0.0,0.0,61.77,70.0,50.0,236.0,8.0,1.74,19.0,132.0,4.78,5.0,0.0,0.1,1.7,0.474,0.0185,0.0,0.0183,0,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.008747099767981438,0.008691415313225058,0.0,27.16870675891432,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw Beef Products Unknown"
173393,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,2124.0,253.0,18.39,0.0,19.95,0.0,0.0,60.9,68.0,50.0,224.0,8.0,1.81,19.0,128.0,4.71,5.0,0.0,0.2,1.75,0.119,0.0727,0.0,0.0789,0,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw Beef Products",Breakfast,Unknown,0.008658192090395481,0.009392655367231639,0.0,6.59885237350026,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw Beef Products Unknown"
173394,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,2203.0,964.0,19.55,0.0,16.9,0.0,0.0,63.08,74.0,50.0,256.0,7.0,1.64,20.0,137.0,4.88,5.0,0.0,0.1,1.61,0.438,0.0203,0.0,0.0175,0,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw Beef Products",Breakfast,Unknown,0.008874262369496141,0.007671357240127099,0.0,26.447187928669408,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw Beef Products Unknown"
170839,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,2155.0,652.0,21.99,0.0,7.54,0.0,0.0,70.14,66.0,56.0,276.0,6.0,1.94,23.0,156.0,5.67,2.0,0.0,0.1,1.87,0.303,0.0337,0.0,0.0116,1,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw Beef Products",Breakfast,Unknown,0.010204176334106727,0.0034988399071925755,0.0,22.07924144937352,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw Beef Products Unknown"
170840,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,2124.0,161.0,21.62,0.0,8.29,0.0,0.0,69.65,63.0,56.0,262.0,7.0,2.04,22.0,153.0,5.63,2.0,0.0,0.1,1.96,0.076,0.1343,0.0,0.0515,1,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw Beef Products",Breakfast,Unknown,0.010178907721280604,0.0039030131826741994,0.0,5.382815112002675,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw Beef Products Unknown"
170841,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,2203.0,619.0,22.55,0.0,6.41,0.0,0.0,70.89,70.0,55.0,297.0,5.0,1.8,23.0,160.0,5.72,2.0,0.0,0.1,1.75,0.281,0.0364,0.0,0.0104,1,1,0,0,0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw Beef Products",Breakfast,Unknown,0.01023604176123468,0.0029096686336813437,0.0,21.374309392265193,False,False,False,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw Beef Products Unknown"
169557,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Beef Products,233.0,249.0,27.27,0.0,14.74,0.0,0.0,57.52,89.0,56.0,340.0,20.0,1.75,23.0,212.0,4.93,0.0,0.0,0.0,1.6,1.069,0.1095,0.0,0.0592,1,1,0,0,0,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled Beef Products",Dinner,Unknown,0.11703862660944206,0.0632618025751073,0.0,5.927160199952392,False,False,False,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled Beef Products Unknown"
169556,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",Beef Products,231.0,979.0,27.95,0.0,12.71,0.0,0.0,59.16,92.0,59.0,355.0,22.0,1.7,24.0,223.0,5.06,0.0,0.0,0.0,1.45,4.238,0.0285,0.0,0.013,1,1,0,0,0,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled Beef Products",Dinner,Unknown,0.12099567099567099,0.05502164502164503,0.0,24.077717658632565,False,False,False,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled Beef Products Unknown"
168621,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",Beef Products,113.0,149.0,21.17,0.0,6.57,0.0,0.0,71.33,60.0,52.0,297.0,10.0,1.94,20.0,157.0,5.28,0.0,0.0,0.0,2.51,1.319,0.1421,0.0,0.0441,1,1,0,0,0,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw Beef Products",Dinner,Unknown,0.18734513274336284,0.058141592920353986,0.0,5.371304974765681,False,False,False,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw Beef Products Unknown"
172166,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,1159.0,360.0,24.23,0.0,29.21,0.0,0.0,46.49,87.0,63.0,255.0,23.0,2.4,22.0,163.0,5.3,9.0,0.0,0.2,2.12,0.311,0.0673,0.0,0.0811,1,1,0,0,0,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised Beef Products",Dinner,Unknown,0.02090595340811044,0.025202761000862814,0.0,6.736526946107785,False,False,False,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised Beef Products Unknown"
